phone_no,customer_segment,gender,number_of_children,income,marital_status,owns_vehicle,age_of_vehicle,vehicle_type,value_of_vehicle,accomodation_status_rented_own,owns_house,age_of_house,value_of_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,account_id
962-701-8892,gold,male,3,23500.19,unmarried,no,,bike,,own,yes,11.0,92659538.0,farmer,355,83,2,19,15,High school,Fuchang,58,employed,temporary,5/16/2019,61282.0,,,16094.0,57256.0,40411.0,25523.0,38491.0,43169.0,88190.0,50851.0,69649.0,6,1,2,4,2,4,7,8,6,9,9,8,28967,travel,travel,1858430,46,100000000250
751-141-1001,gold,female,4,19333.66,unmarried,yes,11.0,bike,755655.0,own,yes,17.0,38221338.0,firefighter,459,31,32,90,8,Degree,Muzidian,56,business,temporary,4/17/2019,99026.0,16235.0,95169.0,67642.0,,13595.0,28268.0,90650.0,97671.0,11212.0,35737.0,95512.0,10,10,9,9,10,2,4,10,4,4,10,10,23897,tech,hospital,2718178,90,100000000251
515-903-1306,gold,male,0,31857.53,unmarried,yes,12.0,car,945688.0,own,yes,8.0,69611644.0,nurse,810,58,22,96,6,High school,Créteil,42,employed,permanent,3/26/2019,37846.0,49779.0,30222.0,25898.0,,62569.0,90495.0,87100.0,,33888.0,50062.0,82106.0,6,8,4,5,5,4,6,4,1,3,2,4,27392,others,others,8629814,76,100000000252
115-219-6131,gold,female,4,10742.34,unmarried,yes,8.0,car,869031.0,own,yes,19.0,93787179.0,firefighter,516,12,15,20,2,Degree,Podsineye,38,employed,temporary,3/25/2019,34072.0,87441.0,,31426.0,34750.0,98930.0,31955.0,42744.0,,,63887.0,50526.0,10,6,10,9,6,8,6,4,9,7,8,7,22229,leisure,leisure,5962853,5,100000000253
770-726-7328,silver,male,1,51906.11,unmarried,no,,bike,,rented,no,,,pilot,678,68,50,70,14,Degree,Glendale,60,employed,temporary,4/16/2019,92635.0,93928.0,23763.0,84163.0,,53193.0,36862.0,10204.0,60950.0,48435.0,59102.0,25798.0,2,3,5,8,7,4,3,9,7,9,4,1,23004,leisure,tech,6965153,14,100000000254
965-617-3046,gold,female,3,80500.1,unmarried,no,,bike,,own,yes,16.0,52459008.0,driver,641,45,46,80,1,High school,Svetlyy,28,business,permanent,5/4/2019,89545.0,62085.0,46333.0,42951.0,43141.0,31896.0,17841.0,42513.0,55678.0,65273.0,47034.0,45463.0,5,10,6,4,10,4,2,4,7,10,4,2,22633,hospital,hobby,5528652,66,100000000255
489-946-2742,silver,male,4,30192.05,unmarried,yes,1.0,bike,259817.0,rented,no,,,teacher,478,21,20,33,13,High school,Almeirim,37,business,permanent,4/20/2019,14858.0,26430.0,97048.0,,32102.0,38719.0,69094.0,56547.0,91692.0,29334.0,62488.0,30276.0,5,2,9,2,4,7,8,5,7,6,9,2,28749,hobby,hospital,3321995,76,100000000256
818-925-5214,silver,female,1,55305.97,unmarried,yes,6.0,car,243155.0,rented,no,,,teacher,263,24,89,51,6,High school,Rožďalovice,55,business,permanent,5/23/2019,67901.0,16065.0,92468.0,51010.0,80245.0,16429.0,85829.0,96787.0,90362.0,69498.0,36843.0,51651.0,3,10,4,1,7,7,9,9,8,4,9,6,29550,others,hobby,7303428,33,100000000257
329-882-0156,silver,male,4,17028.06,unmarried,yes,5.0,bike,201327.0,own,yes,19.0,47101812.0,shop_owner,792,60,14,48,14,High school,Chaupimarca,53,business,temporary,6/24/2019,50743.0,64512.0,16815.0,98304.0,58396.0,93786.0,20960.0,40460.0,87648.0,55539.0,44501.0,27966.0,10,8,3,5,10,6,9,5,9,2,9,3,27221,hobby,food,9901166,37,100000000258
354-959-8419,gold,female,2,44088.74,married,yes,3.0,bike,203054.0,rented,no,,,nurse,611,93,2,17,8,High school,Port Glaud,30,employed,permanent,3/18/2019,53697.0,14483.0,80060.0,21150.0,30418.0,84864.0,53938.0,41145.0,43782.0,62668.0,67180.0,11920.0,5,8,1,7,4,9,7,6,4,6,4,4,27283,hobby,others,2582123,83,100000000259
873-631-9989,silver,male,2,51563.61,unmarried,no,,bike,,rented,no,,,firefighter,495,50,70,99,14,Degree,Jurovski Dol,26,employed,temporary,3/16/2019,58341.0,26321.0,24780.0,52417.0,,92819.0,26907.0,90944.0,34191.0,50811.0,,80894.0,2,8,9,8,9,2,2,4,9,8,8,4,21418,travel,leisure,3855067,63,100000000260
945-351-9428,silver,female,2,30133.6,married,yes,5.0,bike,848667.0,rented,no,,,pilot,783,66,84,32,6,High school,Slatina,46,business,permanent,5/24/2019,64430.0,27150.0,38586.0,30704.0,42474.0,22843.0,36105.0,22214.0,16977.0,59441.0,27988.0,93508.0,8,7,9,2,6,10,6,8,8,4,2,6,22350,tech,tech,1692062,80,100000000261
780-920-3276,gold,female,3,10633.32,married,no,,bike,,rented,no,,,driver,572,42,54,22,2,High school,El Socorro,42,business,permanent,5/19/2019,17041.0,43582.0,88349.0,12304.0,,17456.0,56174.0,52992.0,86007.0,30118.0,52827.0,,5,8,2,2,3,5,8,5,6,5,5,6,24635,travel,travel,1790052,17,100000000262
871-639-2380,gold,male,4,34914.13,married,yes,1.0,car,948530.0,own,yes,1.0,75545979.0,unskilled_labour,730,54,43,1,10,High school,Cerenti,46,business,permanent,5/28/2019,32390.0,84363.0,64153.0,80020.0,30705.0,56093.0,,84053.0,67419.0,38550.0,84803.0,32892.0,5,7,5,3,7,8,3,1,6,2,2,1,24297,others,leisure,6187368,36,100000000263
778-232-5794,gold,male,5,28697.54,unmarried,no,,car,,own,yes,18.0,85985770.0,plumber,383,69,66,80,10,High school,Mortka,38,employed,temporary,6/11/2019,80574.0,24080.0,96839.0,96749.0,56160.0,,12791.0,33095.0,86402.0,21058.0,35676.0,44261.0,9,10,3,8,2,10,1,3,10,1,2,1,23436,food,hobby,4571158,40,100000000264
640-445-0502,silver,male,1,17651.93,married,yes,7.0,bike,895056.0,own,yes,7.0,10394447.0,unskilled_labour,363,93,11,85,10,High school,Oleiros,60,business,permanent,4/28/2019,22210.0,93465.0,25665.0,57420.0,96377.0,25906.0,28138.0,,19971.0,14372.0,95393.0,,6,7,3,5,4,5,3,1,2,4,5,3,24442,hospital,hospital,7784935,83,100000000265
740-850-8680,gold,male,5,31605.44,unmarried,no,,bike,,rented,no,,,plumber,589,80,22,76,8,High school,Izyum,43,business,temporary,5/5/2019,39332.0,86562.0,55555.0,66663.0,20133.0,95329.0,,15791.0,66070.0,20985.0,35625.0,88376.0,10,5,1,10,5,8,9,6,7,10,6,5,21856,others,hospital,1859490,3,100000000266
516-532-0024,silver,male,2,72444.07,unmarried,no,,car,,rented,no,,,farmer,296,32,17,65,15,High school,Negotino,30,employed,permanent,3/25/2019,,23586.0,41477.0,59540.0,49147.0,57257.0,18321.0,43202.0,45526.0,61187.0,10944.0,34405.0,7,9,4,7,3,5,10,6,8,4,1,3,22541,leisure,leisure,4904021,70,100000000267
542-562-6862,gold,female,2,52444.65,married,no,,bike,,rented,no,,,technicians,541,18,84,6,9,Degree,Jomboy,60,employed,temporary,5/15/2019,87917.0,67254.0,,17177.0,25016.0,11486.0,23426.0,55265.0,,29676.0,19685.0,,1,6,9,1,8,1,10,8,3,1,7,3,25100,hospital,travel,2529512,80,100000000268
770-502-4702,gold,female,0,13266.44,married,no,,bike,,own,yes,7.0,77082210.0,nurse,720,24,24,10,4,High school,Jieheshi,60,employed,permanent,4/30/2019,59865.0,90799.0,80603.0,17343.0,58761.0,93345.0,55837.0,17154.0,51544.0,26027.0,11215.0,39693.0,10,7,10,7,10,5,3,2,10,1,4,8,25840,travel,leisure,9273635,42,100000000269
322-838-6565,gold,male,4,63920.58,married,no,,car,,rented,no,,,shop_owner,478,86,93,28,1,High school,Unecha,58,business,temporary,4/11/2019,13021.0,87067.0,67178.0,92541.0,48973.0,38493.0,95965.0,96505.0,82188.0,98571.0,26873.0,91156.0,1,1,6,1,2,8,5,9,10,8,1,6,25463,tech,tech,9829802,69,100000000270
512-334-3046,gold,male,0,43019.57,married,no,,bike,,own,yes,7.0,89934283.0,engineer,761,86,54,27,2,Degree,Rajadesa,54,employed,permanent,4/15/2019,12644.0,,23062.0,83362.0,53940.0,94451.0,,66220.0,49418.0,20142.0,25217.0,56462.0,7,10,3,6,1,10,9,1,9,6,6,8,27382,others,tech,8614632,38,100000000271
865-279-8420,silver,female,0,98636.01,married,no,,car,,rented,no,,,technicians,357,22,14,100,10,High school,Huangtugang,42,employed,permanent,6/14/2019,63570.0,81135.0,58649.0,44681.0,,16543.0,49425.0,44806.0,62460.0,10624.0,16918.0,86461.0,6,5,3,7,6,10,3,5,1,8,6,7,21829,leisure,leisure,1971527,63,100000000272
972-765-1699,silver,male,3,95529.36,married,yes,12.0,car,481070.0,rented,no,,,unskilled_labour,707,54,30,7,13,High school,Juršinci,44,business,permanent,5/14/2019,48663.0,33168.0,95335.0,55101.0,97087.0,54074.0,53206.0,13368.0,38038.0,57920.0,,65885.0,5,3,8,8,5,3,1,4,4,5,1,2,29005,leisure,hobby,7581823,39,100000000273
771-103-7657,gold,female,4,84348.46,married,yes,11.0,bike,917464.0,own,yes,12.0,17949509.0,politician,255,1,17,26,3,High school,Huillapima,25,business,temporary,5/3/2019,27632.0,58123.0,32481.0,90530.0,47157.0,43070.0,60114.0,33580.0,85583.0,25455.0,21975.0,11711.0,1,4,3,6,7,3,9,10,10,6,5,7,26140,food,leisure,4983747,36,100000000274
295-401-1043,gold,female,2,11428.62,married,yes,1.0,bike,537095.0,rented,no,,,teacher,659,20,94,27,2,High school,Glan,26,business,permanent,5/14/2019,52841.0,84185.0,,,51783.0,,59852.0,67518.0,60070.0,86523.0,64172.0,35828.0,4,4,1,6,7,8,6,7,5,1,9,3,25031,travel,food,9431326,99,100000000275
851-780-0355,gold,female,3,61417.13,unmarried,no,,car,,own,yes,15.0,28448044.0,politician,335,70,81,85,15,High school,Callao,55,business,temporary,5/21/2019,29649.0,11059.0,35773.0,28900.0,60353.0,10599.0,97536.0,,25602.0,60333.0,48205.0,12196.0,10,4,8,6,2,1,5,7,2,1,5,9,28834,others,hospital,5230273,19,100000000276
410-156-3410,gold,male,3,17269.49,unmarried,yes,9.0,bike,659506.0,rented,no,,,shop_owner,356,54,5,40,7,High school,Piru,46,business,temporary,6/17/2019,89144.0,39570.0,12019.0,66937.0,19899.0,19109.0,80744.0,,80911.0,91814.0,80364.0,22585.0,2,9,3,7,7,7,3,10,6,4,7,6,26700,hospital,food,6892348,63,100000000277
386-837-4581,silver,female,0,22908.57,unmarried,no,,bike,,rented,no,,,doctor,424,49,37,39,9,Degree,Kramat,49,employed,temporary,6/2/2019,62763.0,64648.0,63563.0,84204.0,,86695.0,86968.0,,38662.0,46397.0,67304.0,85925.0,8,6,4,9,1,2,6,8,4,8,10,9,23889,travel,hobby,4540622,47,100000000278
796-453-3118,silver,male,5,66983.03,unmarried,no,,bike,,own,yes,2.0,79129644.0,teacher,382,48,84,60,5,Degree,Znomenka,28,business,permanent,5/18/2019,,56509.0,45846.0,53941.0,53234.0,28583.0,53767.0,83203.0,17402.0,51265.0,42204.0,17694.0,5,6,9,5,4,10,9,8,1,5,9,2,21165,leisure,others,5679892,15,100000000279
488-748-9836,gold,male,4,20645.41,unmarried,yes,11.0,bike,864200.0,own,yes,22.0,72293665.0,plumber,756,48,26,95,3,High school,Duraykīsh,48,employed,permanent,3/11/2019,69085.0,96004.0,60215.0,,40638.0,11111.0,42365.0,19269.0,91755.0,97142.0,31097.0,41997.0,6,7,7,8,2,4,9,6,3,10,8,10,22638,tech,travel,8647284,85,100000000280
375-155-5844,silver,female,5,43722.09,unmarried,yes,2.0,car,282532.0,own,yes,14.0,1178997.0,nurse,673,6,10,20,10,High school,Romanovskaya,31,employed,temporary,6/17/2019,21011.0,88992.0,20000.0,23208.0,18717.0,30508.0,31912.0,,27965.0,15330.0,31992.0,13755.0,6,1,4,10,8,7,3,10,5,3,6,2,28667,tech,hobby,2859700,32,100000000281
493-325-9227,gold,female,5,99516.15,unmarried,no,,bike,,rented,no,,,nurse,363,71,61,54,6,High school,Majzar,38,employed,temporary,5/3/2019,68719.0,91270.0,12040.0,39894.0,21034.0,58308.0,26962.0,21771.0,10159.0,60157.0,65824.0,46120.0,9,4,6,6,1,9,5,9,7,8,1,3,25756,tech,hospital,2099774,2,100000000282
940-747-5222,gold,female,2,43812.48,married,no,,bike,,own,yes,1.0,71066289.0,politician,808,1,52,83,13,High school,Khon Buri,28,business,permanent,6/14/2019,85033.0,47771.0,,41093.0,22021.0,38465.0,26869.0,59433.0,32220.0,48476.0,44045.0,21241.0,4,8,4,8,10,9,3,2,1,1,2,5,27054,food,food,1312131,67,100000000283
238-887-9414,gold,male,3,71050.62,married,no,,bike,,rented,no,,,unskilled_labour,256,23,60,82,9,High school,Melbourne,51,business,temporary,6/24/2019,92826.0,23941.0,16088.0,63839.0,50292.0,90180.0,65121.0,88008.0,32627.0,92914.0,17636.0,53748.0,9,6,2,2,3,6,10,6,1,2,4,6,26586,others,leisure,1285097,9,100000000284
516-320-1583,gold,male,2,74554.41,unmarried,yes,2.0,car,421026.0,rented,no,,,politician,300,83,52,27,3,High school,Baoli,44,business,permanent,4/2/2019,62825.0,39189.0,63752.0,10306.0,61175.0,97448.0,35870.0,23943.0,51245.0,,48130.0,,8,3,3,3,6,2,10,7,9,2,10,1,29686,leisure,tech,2933617,95,100000000285
915-933-1190,gold,female,3,67622.37,unmarried,yes,3.0,bike,931830.0,own,yes,22.0,16913145.0,driver,768,2,72,60,1,Degree,Voi,25,employed,permanent,6/4/2019,27709.0,65960.0,66644.0,,34104.0,18537.0,65330.0,87852.0,61240.0,23073.0,80369.0,87543.0,8,2,1,7,6,7,3,4,1,9,2,4,25982,food,tech,7191506,47,100000000286
922-377-1996,gold,female,3,55196.1,unmarried,yes,9.0,bike,420093.0,rented,no,,,farmer,550,79,33,26,3,High school,Bergen,57,employed,temporary,4/5/2019,85856.0,,61710.0,34615.0,41933.0,97165.0,10770.0,13024.0,24082.0,18590.0,31091.0,54085.0,10,5,6,8,5,1,6,6,8,2,10,5,21635,food,tech,7125174,8,100000000287
426-217-2529,gold,female,3,12613.79,unmarried,no,,bike,,rented,no,,,teacher,440,60,28,79,13,High school,Dollard-Des Ormeaux,42,business,temporary,5/9/2019,38989.0,19931.0,86868.0,35301.0,17350.0,49133.0,97422.0,,28515.0,62389.0,34684.0,16544.0,8,1,3,9,1,5,3,2,10,10,8,6,22891,food,hospital,8175633,41,100000000288
962-197-0351,gold,male,3,92469.67,unmarried,no,,car,,rented,no,,,politician,257,35,74,19,14,High school,Mineiros,57,business,temporary,5/30/2019,41982.0,49442.0,24940.0,39422.0,36998.0,44822.0,,13691.0,,,33679.0,95212.0,8,2,6,9,5,3,6,6,2,4,3,3,26184,hospital,hospital,2129119,33,100000000289
155-796-7754,gold,male,5,22082.3,unmarried,no,,car,,own,yes,13.0,87629480.0,plumber,660,39,40,84,5,High school,Solnechnoye,58,employed,temporary,4/29/2019,48275.0,92506.0,48395.0,48820.0,18307.0,91262.0,,,39527.0,19939.0,91890.0,10992.0,9,9,3,6,3,1,3,1,3,5,5,5,28757,hobby,tech,1418550,39,100000000290
231-558-4065,silver,male,5,53336.8,married,no,,car,,rented,no,,,engineer,847,67,55,99,4,Degree,Spasskoye-Lutovinovo,52,employed,temporary,5/7/2019,32956.0,82739.0,49076.0,,23766.0,44017.0,,64169.0,28657.0,68267.0,,20060.0,8,9,6,1,6,3,6,10,2,8,2,10,22440,others,leisure,4684207,69,100000000291
764-987-9548,gold,female,1,19253.34,married,yes,4.0,car,253838.0,rented,no,,,politician,285,45,14,28,14,High school,Mary,40,business,permanent,4/20/2019,68894.0,86595.0,82689.0,27761.0,30347.0,45050.0,37506.0,28089.0,43660.0,68511.0,,36758.0,10,10,9,10,8,8,3,1,1,10,1,9,25496,travel,others,2791328,84,100000000292
615-979-8465,gold,female,2,26833.69,unmarried,no,,car,,own,yes,11.0,61606350.0,doctor,794,3,24,40,11,Degree,Nggesa,49,employed,temporary,4/5/2019,19930.0,,37220.0,66659.0,34733.0,67747.0,85670.0,96350.0,33468.0,64919.0,82709.0,98890.0,1,2,4,9,2,3,9,7,3,7,2,10,29242,travel,food,6260328,2,100000000293
460-749-6548,gold,female,0,91237.56,married,no,,bike,,own,yes,13.0,16851619.0,firefighter,432,31,90,57,1,High school,Yur’yevets,60,employed,permanent,3/19/2019,17234.0,41494.0,54228.0,39738.0,,90705.0,94618.0,35438.0,,15992.0,36220.0,62434.0,5,9,1,10,3,8,4,5,2,1,6,5,28084,food,travel,6104695,65,100000000294
669-624-8542,gold,female,4,99183.58,unmarried,yes,10.0,bike,767173.0,own,yes,5.0,43291725.0,teacher,357,88,86,4,2,High school,Saint-Quentin-en-Yvelines,39,employed,temporary,6/20/2019,68214.0,38789.0,25469.0,39171.0,,83123.0,25974.0,20928.0,61545.0,45015.0,28247.0,67878.0,4,10,4,5,10,10,4,5,7,3,6,8,21195,hospital,hobby,4588047,33,100000000295
828-163-5356,silver,male,4,88203.26,unmarried,no,,bike,,own,yes,20.0,95031310.0,engineer,600,79,25,20,11,Degree,Artemivs’k,36,employed,temporary,4/7/2019,,85134.0,87628.0,53981.0,47401.0,65915.0,44117.0,53649.0,49582.0,22124.0,18124.0,93393.0,7,6,2,3,1,9,3,9,6,1,5,5,23651,hospital,others,9425798,38,100000000296
233-759-2026,gold,male,5,41967.23,unmarried,no,,bike,,own,yes,19.0,45644212.0,engineer,663,64,66,55,11,Degree,Ursus,51,employed,permanent,3/21/2019,47834.0,36898.0,25891.0,35435.0,26700.0,45163.0,31187.0,67504.0,13573.0,,57332.0,43652.0,8,8,5,8,8,6,3,3,1,3,3,7,26299,hobby,tech,5098903,58,100000000297
700-938-4089,silver,male,5,93290.57,unmarried,no,,bike,,own,yes,1.0,26450806.0,farmer,324,94,69,55,5,High school,Alzamay,47,employed,permanent,5/15/2019,44424.0,84011.0,31613.0,46788.0,43544.0,,51763.0,10404.0,20553.0,41032.0,34553.0,10426.0,5,6,3,5,5,8,6,9,4,7,6,7,26036,others,travel,1862583,61,100000000298
893-448-8818,gold,female,3,90734.54,unmarried,yes,3.0,car,712319.0,rented,no,,,technicians,493,76,6,100,9,Degree,Rožmitál pod Třemšínem,47,employed,temporary,3/25/2019,,40592.0,80848.0,97507.0,20116.0,98416.0,65618.0,47081.0,39134.0,31771.0,99793.0,56922.0,5,5,5,5,1,2,8,6,7,6,7,4,20279,others,food,5135277,72,100000000299
943-735-6909,gold,male,4,58487.47,married,no,,bike,,rented,no,,,politician,250,46,7,30,13,High school,Tianyu,44,business,permanent,3/19/2019,89082.0,48635.0,15425.0,99947.0,88494.0,93429.0,54952.0,29692.0,68677.0,,11119.0,87695.0,1,10,6,2,2,10,6,9,10,1,3,7,28805,tech,hobby,4040190,47,100000000300
725-919-1085,gold,male,3,12778.31,married,no,,bike,,rented,no,,,pilot,518,33,9,4,12,High school,As Sayyānī,47,business,temporary,6/7/2019,20717.0,91390.0,34941.0,21999.0,82336.0,36244.0,92497.0,58524.0,46339.0,68685.0,,40119.0,8,3,8,1,5,7,7,4,7,7,5,9,27633,hospital,tech,7271354,49,100000000301
861-685-9588,gold,male,2,49208.72,married,no,,bike,,own,yes,19.0,92078664.0,teacher,346,62,17,27,6,Degree,Monte Caseros,48,employed,temporary,5/24/2019,,29841.0,90734.0,88992.0,18897.0,88854.0,97202.0,51369.0,,96412.0,,41041.0,3,3,3,8,7,7,8,3,10,5,8,2,22685,food,hospital,4356731,41,100000000302
938-692-2645,silver,female,1,26467.37,unmarried,no,,bike,,own,yes,6.0,36586740.0,farmer,574,6,28,66,9,High school,Cartagena,49,employed,temporary,6/22/2019,31102.0,86667.0,60347.0,48390.0,96719.0,87747.0,88408.0,29721.0,14926.0,18843.0,88098.0,37768.0,10,6,4,4,2,1,10,5,4,6,7,2,24776,leisure,leisure,9096158,25,100000000303
326-990-0401,gold,male,5,42186.31,unmarried,yes,7.0,bike,215573.0,rented,no,,,firefighter,408,37,89,13,5,Degree,Fankeng,30,business,temporary,4/23/2019,,45456.0,23552.0,98033.0,94098.0,12321.0,50164.0,50817.0,95342.0,19741.0,52891.0,46288.0,8,7,9,7,4,6,1,1,7,3,2,5,21512,travel,food,1221469,61,100000000304
540-822-3041,gold,female,0,49262.71,unmarried,no,,bike,,own,yes,18.0,87228903.0,farmer,584,47,15,79,4,High school,Asyūţ,25,employed,temporary,4/8/2019,23022.0,20796.0,33736.0,80375.0,30296.0,45322.0,55829.0,66194.0,81515.0,,,,6,1,4,4,7,2,3,2,6,1,1,3,25647,hobby,food,7329054,35,100000000305
531-101-7535,silver,male,0,18571.89,married,no,,bike,,own,yes,19.0,46471280.0,unskilled_labour,553,63,96,78,1,High school,Gustavia,52,business,temporary,3/12/2019,81052.0,22210.0,36852.0,35973.0,43404.0,14414.0,85932.0,,,80448.0,84116.0,67099.0,2,6,2,2,1,3,8,6,3,7,2,7,28026,hospital,travel,8546560,43,100000000306
339-694-6489,silver,male,2,86857.67,unmarried,yes,8.0,bike,883249.0,own,yes,18.0,86330215.0,nurse,468,52,44,15,2,High school,Belogorskīy,35,employed,temporary,3/14/2019,12901.0,59982.0,59230.0,88662.0,31217.0,96842.0,,49795.0,17507.0,31441.0,40443.0,51683.0,4,10,9,1,9,1,6,6,9,2,3,7,29710,hospital,leisure,877941,35,100000000307
819-548-3318,gold,female,1,86202.01,married,yes,7.0,bike,217201.0,rented,no,,,driver,252,48,54,2,3,Degree,Morfovoúni,41,business,temporary,5/4/2019,18619.0,84728.0,11342.0,90625.0,56599.0,89776.0,94170.0,48137.0,23955.0,44892.0,92246.0,,3,3,1,8,8,7,7,9,2,1,10,2,25830,others,hospital,8253459,6,100000000308
733-935-3634,silver,male,5,97735.02,unmarried,yes,12.0,car,960755.0,rented,no,,,shop_owner,479,30,50,27,8,High school,Longhua,57,business,temporary,5/25/2019,67712.0,24633.0,46711.0,50515.0,,91414.0,29099.0,82508.0,27477.0,29130.0,,59063.0,6,7,5,9,1,8,3,8,8,9,10,5,22650,hobby,leisure,5031194,39,100000000309
107-294-4602,gold,male,3,84587.53,married,no,,bike,,rented,no,,,pilot,497,85,16,91,12,Degree,Gostimë,33,employed,temporary,3/15/2019,,89782.0,69733.0,32326.0,26304.0,,,60395.0,45628.0,50035.0,54542.0,27097.0,7,7,6,9,6,10,7,7,9,2,8,9,26859,hobby,travel,4502767,11,100000000310
729-836-3356,silver,female,3,16819.02,married,yes,4.0,bike,172068.0,own,yes,12.0,78111545.0,pilot,421,4,68,4,15,Degree,Holice,51,employed,permanent,4/17/2019,,32411.0,96187.0,20761.0,52930.0,10583.0,43631.0,45336.0,56445.0,45287.0,86539.0,51459.0,3,10,10,4,10,4,10,3,9,2,5,5,20752,leisure,hobby,8004625,57,100000000311
961-122-7528,gold,female,3,33265.58,unmarried,yes,2.0,bike,230774.0,rented,no,,,teacher,763,14,35,69,10,High school,Lete,30,business,permanent,4/17/2019,34582.0,10360.0,81500.0,94439.0,38640.0,68258.0,36628.0,50275.0,96546.0,82721.0,42458.0,58174.0,10,3,7,1,1,5,5,5,9,5,4,10,24443,tech,tech,7178117,64,100000000312
480-948-8290,silver,female,3,34229.5,married,yes,5.0,car,515887.0,rented,no,,,politician,378,18,74,35,14,High school,Ţubarjal,59,business,permanent,4/21/2019,65308.0,32723.0,96927.0,47101.0,,30837.0,67451.0,,89407.0,33242.0,39215.0,30058.0,9,8,2,1,4,3,8,2,9,10,6,8,29783,tech,others,4548444,58,100000000313
691-745-8013,silver,male,0,68975.99,unmarried,yes,6.0,bike,954407.0,own,yes,2.0,30476787.0,unskilled_labour,799,95,10,99,7,High school,Filabusi,48,business,temporary,4/5/2019,51963.0,88517.0,,65560.0,93485.0,,30785.0,24184.0,37733.0,90516.0,,65145.0,3,6,2,2,6,6,5,4,1,2,6,3,24916,others,travel,3218690,79,100000000314
636-625-2734,gold,male,4,68803.83,married,yes,11.0,bike,183073.0,own,yes,4.0,21423697.0,firefighter,760,30,51,84,10,High school,Paris 08,51,business,permanent,4/30/2019,47762.0,40389.0,85152.0,61250.0,53962.0,92940.0,,40595.0,45020.0,55005.0,89349.0,66551.0,6,9,1,5,9,2,10,5,8,10,3,4,25634,tech,leisure,2520373,47,100000000315
851-962-3643,silver,male,0,67158.08,unmarried,yes,2.0,car,106662.0,rented,no,,,engineer,330,61,36,19,12,Degree,Quimilí,45,employed,permanent,6/10/2019,,48794.0,32216.0,,36267.0,56024.0,95512.0,15818.0,63211.0,,39557.0,,10,10,4,9,7,5,8,1,1,3,4,4,23597,travel,tech,7200654,98,100000000316
562-739-5406,silver,female,2,30545.26,married,yes,11.0,car,439010.0,rented,no,,,doctor,382,35,87,77,4,Degree,Chuanpu,27,employed,temporary,6/20/2019,35672.0,40394.0,46550.0,55062.0,24294.0,20201.0,,60386.0,35677.0,63113.0,52498.0,,8,8,7,1,7,9,5,8,7,3,10,3,21237,hospital,hospital,3323654,41,100000000317
433-182-0919,gold,female,2,98952.51,married,yes,9.0,car,318894.0,rented,no,,,plumber,509,48,79,63,5,Degree,Itabaiana,51,employed,temporary,3/18/2019,52935.0,24581.0,65874.0,12466.0,48892.0,14172.0,54875.0,92521.0,61994.0,54743.0,50498.0,32354.0,3,6,6,4,4,8,1,7,3,8,5,8,29976,others,travel,1307426,57,100000000318
979-989-7515,gold,male,5,60455.12,married,no,,bike,,own,yes,11.0,52721613.0,farmer,385,28,27,81,7,High school,Mushie,42,employed,permanent,3/31/2019,84692.0,99594.0,44834.0,,36469.0,31518.0,28930.0,53852.0,55345.0,,61224.0,31565.0,3,9,5,7,9,5,3,8,1,1,2,6,23542,hospital,hospital,4934458,14,100000000319
306-982-7527,silver,male,3,77076.8,married,yes,8.0,car,801081.0,own,yes,6.0,97479064.0,unskilled_labour,408,95,96,72,9,High school,Colorado Springs,58,business,temporary,6/20/2019,,61531.0,41228.0,37713.0,59607.0,54426.0,17826.0,53753.0,35056.0,59719.0,81710.0,25457.0,1,9,6,9,7,4,1,3,7,8,3,8,20321,hospital,leisure,1778073,78,100000000320
343-705-5557,gold,female,2,25724.13,unmarried,no,,car,,rented,no,,,teacher,578,84,94,32,11,High school,Zgornje Pirniče,57,employed,temporary,4/27/2019,94292.0,25877.0,44393.0,11731.0,42531.0,92842.0,44189.0,,48653.0,39423.0,94612.0,14028.0,6,6,5,9,2,6,6,1,9,7,8,5,24155,others,leisure,3129698,43,100000000321
927-254-9930,gold,female,3,35253.49,unmarried,yes,5.0,car,115414.0,rented,no,,,politician,533,22,68,35,7,High school,Stende,58,business,permanent,5/19/2019,99296.0,29820.0,67605.0,94732.0,39861.0,48490.0,,26247.0,44317.0,66476.0,21693.0,30595.0,1,2,4,2,10,9,6,10,10,3,3,6,24395,leisure,others,9360867,80,100000000322
